exercise_id,exercise_name,body_part,equipment,primary_muscle,secondary_muscles,movement_pattern,tracking_supported,instructions,gif_url
170,barbell rear lunge v. 2,upper legs,barbell,glutes,"quadriceps, hamstrings, calves",knee_flexion,yes,"stand with your feet shoulder-width apart and hold a barbell across your upper back. take a step backward with your right foot, landing on the ball of your foot. bend both knees to lower your body until your left thigh is parallel to the ground. push through your left heel to return to the starting position. repeat with the other leg.",https://v2.exercisedb.io/image/psrY3i7reQPkvn
171,barbell revers wrist curl v. 2,lower arms,barbell,forearms,"biceps, brachialis",other,no,"sit on a bench with your feet flat on the ground and your knees bent. hold a barbell with an overhand grip, palms facing down, and your hands shoulder-width apart. rest your forearms on your thighs, allowing your wrists to hang off the edge. keeping your forearms stationary, exhale and curl your wrists upward as far as possible. hold the contracted position for a brief pause, then inhale and slowly lower the barbell back to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/E2MZVcCDUbHMN9
172,barbell reverse close-grip bench press,upper arms,barbell,triceps,"chest, shoulders",elbow_flexion,yes,"lie flat on a bench with your feet flat on the ground and your back pressed against the bench. grasp the barbell with a reverse grip, hands shoulder-width apart. lift the barbell off the rack and hold it directly above your chest with your arms fully extended. slowly lower the barbell down towards your chest, keeping your elbows close to your body. pause for a moment when the barbell is just above your chest. push the barbell back up to the starting position, fully extending your arms. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/PN3CtGe64pwciq
173,barbell reverse curl,upper arms,barbell,biceps,forearms,elbow_flexion,yes,"stand up straight with your feet shoulder-width apart and hold a barbell with an overhand grip, palms facing down. keep your upper arms stationary and exhale as you curl the barbell upward, contracting your biceps. continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level. hold the contracted position for a brief pause as you squeeze your biceps. inhale as you slowly lower the barbell back to the starting position, keeping your upper arms stationary. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/aGb4c1RzCwNk8r
174,barbell reverse grip bent over row,back,barbell,upper back,"biceps, forearms",other,no,"stand with your feet shoulder-width apart and knees slightly bent. hold a barbell with an overhand grip, palms facing down, and hands slightly wider than shoulder-width apart. bend forward at the hips, keeping your back straight and chest up, until your torso is almost parallel to the floor. pull the barbell towards your lower chest, squeezing your shoulder blades together. pause for a moment at the top, then slowly lower the barbell back to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/3J6wPLy0lEoAuA
175,barbell reverse grip decline bench press,chest,barbell,pectorals,"triceps, shoulders",other,no,"lie on a decline bench with your feet secured and your head lower than your hips. grasp the barbell with a reverse grip, slightly wider than shoulder-width apart. unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in. pause for a moment at the bottom, then push the barbell back up to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/QFJ23Ah-IiJZL1
176,barbell reverse grip incline bench press,chest,barbell,pectorals,"triceps, shoulders",other,no,"set up an incline bench at a 45-degree angle. lie down on the bench with your feet flat on the ground. grasp the barbell with a reverse grip, hands slightly wider than shoulder-width apart. unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in. pause for a moment when the barbell touches your chest. push the barbell back up to the starting position, fully extending your arms. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/l1ZEsp8sFIGgD1
177,barbell reverse grip incline bench row,back,barbell,upper back,"biceps, forearms",other,no,"set up an incline bench at a 45-degree angle. sit on the bench facing the backrest with your chest against it. grab the barbell with a reverse grip (palms facing down) and hands slightly wider than shoulder-width apart. keep your back straight and core engaged. pull the barbell towards your upper abdomen, squeezing your shoulder blades together. pause for a moment at the top of the movement. slowly lower the barbell back to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/d5vfjFqvEQKKRH
178,barbell reverse grip skullcrusher,upper arms,barbell,triceps,forearms,elbow_flexion,yes,"lie flat on a bench with your feet flat on the ground and your head at the end of the bench. hold the barbell with a reverse grip, palms facing towards your face, and your hands shoulder-width apart. extend your arms straight up over your chest, keeping your elbows in and your wrists straight. slowly lower the barbell towards your forehead by bending your elbows, keeping your upper arms stationary. pause for a moment at the bottom, then extend your arms back up to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/H2se5y-qDhkubo
179,barbell reverse preacher curl,upper arms,barbell,biceps,forearms,elbow_flexion,yes,"sit on a preacher bench with your chest against the pad and your arms extended straight down, holding a barbell with an overhand grip. keeping your upper arms stationary, exhale and curl the barbell upward while contracting your biceps. continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level. hold the contracted position for a brief pause as you squeeze your biceps. inhale and slowly lower the barbell back to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/kuKwKbXqzunEqm
180,barbell reverse wrist curl,lower arms,barbell,forearms,"biceps, brachialis",other,no,"sit on a bench with your feet flat on the ground and hold a barbell with an overhand grip, palms facing down. rest your forearms on your thighs, allowing your wrists to hang off the edge. slowly curl your wrists upward, bringing the barbell towards your body. pause for a moment at the top, then slowly lower the barbell back down to the starting position. repeat for the desired number of repetitions.",https://v2.exercisedb.io/image/VUdmDHBZ4M8ig1
