Name,Target_Muscle,Equipment,Video_URL,Difficulty,Type,Check_Type,Avoid_If,Progression_Next,Alternative_Swap,Wger_Image_URL
Cable Seated Rear Lateral Raise,Shoulders,Cable,,Advanced,Compound,general_logic,Shoulder Pain,Cable Seated Shoulder Internal Rotation,Kettlebell Double Snatch,https://wger.de/media/exercise-images/1098/fa5328a2-64cb-4afb-a283-b3d948ddaf3f.jpg
Cable Seated Row,Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Seated+Row+Back+variation+377-1+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Cable Seated Wide-Grip Row,Lever Front Pulldown,https://wger.de/media/exercise-images/1117/e74255c0-67a0-4309-b78d-2d79e6ff8c11.png
Cable Seated Shoulder Internal Rotation,Shoulders,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Seated+Shoulder+Internal+Rotation+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Shoulder Pain,Cable Shoulder Press,Kettlebell Double Push Press,
Cable Seated Twist,Waist,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Seated+Twist+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Cable Side Bend,Power Point Plank,https://wger.de/media/exercise-images/1079/bdacc8ed-8fb0-4684-a28d-0348ec098bdf.jpg
Cable Seated Wide-Grip Row,Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Seated+Wide-Grip+Row+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Cable Shrug,Lever Bent-Over Row With V-Bar,https://wger.de/media/exercise-images/1117/e74255c0-67a0-4309-b78d-2d79e6ff8c11.png
Cable Shoulder Press,Shoulders,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Shoulder+Press+exercise+tutorial+proper+form,Intermediate,Compound,press_logic,Shoulder Pain,Cable Standing Cross-Over High Reverse Fly,Kettlebell Double Jerk,
Cable Shrug,Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Shrug+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Cable Squat Row (With Rope Attachment),Lever Bent Over Row,
Cable Side Bend,Waist,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Side+Bend+Waist+variation+383-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Cable Side Bend Crunch (Bosu Ball),Potty Squat,https://wger.de/media/exercise-images/1650/1d7a5336-ec0b-4898-a474-78ba32789bf3.webp
Cable Side Bend Crunch (Bosu Ball),Waist,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Side+Bend+Crunch+%28Bosu+Ball%29+exercise+tutorial+proper+form,Intermediate,Compound,crunch_logic,Back Pain,Cable Side Crunch,Posterior Step To Overhead Reach,https://wger.de/media/exercise-images/176/Cross-body-crunch-1.png
Cable Side Crunch,Waist,Cable,,Beginner,Compound,crunch_logic,Back Pain,Cable Standing Crunch,Pelvic Tilt,https://wger.de/media/exercise-images/176/Cross-body-crunch-1.png
Cable Squat Row (With Rope Attachment),Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Squat+Row+%28With+Rope+Attachment%29+exercise+tutorial+proper+form,Beginner,Compound,squat_logic,Back Pain,Cable Standing Row (V-Bar),Lever Back Extension,
Cable Squatting Curl,Upper Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Squatting+Curl+exercise+tutorial+proper+form,Intermediate,Compound,squat_logic,,Cable Standing Inner Curl,Dumbbell Standing Kickback,https://wger.de/media/exercise-images/1109/00b0a0bf-c14a-4f13-bb14-62c09030a1aa.png
Cable Standing Back Wrist Curl,Lower Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Back+Wrist+Curl+exercise+tutorial+proper+form,Beginner,Compound,curl_logic,,Cable Wrist Curl,Dumbbell Seated Palms Up Wrist Curl,
Cable Standing Calf Raise,Lower Legs,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Calf+Raise+Lower+Legs+variation+389-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Cable Standing One Leg Calf Raise,Sled Calf Press On Leg Press,https://wger.de/media/exercise-images/622/9a429bd0-afd3-4ad0-8043-e9beec901c81.jpeg
Cable Standing Cross-Over High Reverse Fly,Shoulders,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Cross-Over+High+Reverse+Fly+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Shoulder Pain,Cable Standing Rear Delt Row (With Rope),Kettlebell Arnold Press,https://wger.de/media/exercise-images/122/Incline-cable-flyes-1.png
Cable Standing Crunch,Waist,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Crunch+exercise+tutorial+proper+form,Intermediate,Compound,crunch_logic,Back Pain,Cable Standing Crunch (With Rope Attachment),Otis Up,
Cable Standing Crunch (With Rope Attachment),Waist,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Crunch+exercise+tutorial+proper+form,Beginner,Compound,crunch_logic,Back Pain,Cable Standing Lift,One Arm Slam (With Medicine Ball),
Cable Standing Fly,Chest,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Fly+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Cable Standing Up Straight Crossovers,Medicine Ball Chest Push From 3 Point Stance,https://wger.de/media/exercise-images/122/Incline-cable-flyes-1.png
Cable Standing Hip Extension,Upper Legs,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Hip+Extension+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Chair Leg Extended Stretch,One Leg Squat,
Cable Standing Inner Curl,Upper Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Inner+Curl+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Cable Standing One Arm Triceps Extension,Dumbbell Standing Inner Biceps Curl V. 2,
Cable Standing Lift,Waist,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Lift+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Cable Tuck Reverse Crunch,Oblique Crunches Floor,
Cable Standing One Arm Triceps Extension,Upper Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+One+Arm+Triceps+Extension+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Cable Standing Pulldown (With Rope),Dumbbell Standing Concentration Curl,
Cable Standing One Leg Calf Raise,Lower Legs,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+One+Leg+Calf+Raise+Lower+Legs+variation+398-1+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Knee Pain,Calf Push Stretch With Hands Against Wall,Sled 45В° Calf Press,https://wger.de/media/exercise-images/622/9a429bd0-afd3-4ad0-8043-e9beec901c81.jpeg
Cable Standing Pulldown (With Rope),Upper Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Pulldown+%28With+Rope%29+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,Cable Standing Reverse Grip One Arm Overhead Tricep Extension,Dumbbell Standing Biceps Curl,
Cable Standing Rear Delt Row (With Rope),Shoulders,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Rear+Delt+Row+%28With+Rope%29+exercise+tutorial+proper+form,Intermediate,Compound,row_logic,Shoulder Pain,Cable Standing Shoulder External Rotation,Kettlebell Alternating Press,
Cable Standing Reverse Grip One Arm Overhead Tricep Extension,Upper Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Reverse+Grip+One+Arm+Overhead+Tricep+Extension+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,Cable Triceps Pushdown (V-Bar),Dumbbell Standing Bent Over Two Arm Triceps Extension,
Cable Standing Row (V-Bar),Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Row+%28V-Bar%29+exercise+tutorial+proper+form,Advanced,Compound,row_logic,Back Pain,Cable Standing Twist Row (V-Bar),Lever Assisted Chin-Up,
Cable Standing Shoulder External Rotation,Shoulders,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Shoulder+External+Rotation+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Shoulder Pain,Cable Supine Reverse Fly,Ez Barbell Anti Gravity Press,
Cable Standing Twist Row (V-Bar),Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Twist+Row+%28V-Bar%29+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Cable Straight Arm Pulldown,Lever Alternating Narrow Grip Seated Row,
Cable Standing Up Straight Crossovers,Chest,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Standing+Up+Straight+Crossovers+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Cable Upper Chest Crossovers,Medicine Ball Chest Pass,
Cable Straight Arm Pulldown,Back,Cable,,Advanced,Compound,general_logic,Back Pain,Cable Straight Arm Pulldown (With Rope),L-Pull-Up,https://wger.de/media/exercise-images/1726/2e7e541b-5f55-405a-ae78-3e71b3f42db4.png
Cable Straight Arm Pulldown (With Rope),Back,Cable,,Intermediate,Compound,general_logic,Back Pain,Cable Straight Back Seated Row,Kneeling Lat Stretch,https://wger.de/media/exercise-images/1726/2e7e541b-5f55-405a-ae78-3e71b3f42db4.png
Cable Straight Back Seated Row,Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Straight+Back+Seated+Row+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Cable Thibaudeau Kayak Row,Kipping Muscle Up,https://wger.de/media/exercise-images/1117/e74255c0-67a0-4309-b78d-2d79e6ff8c11.png
Cable Supine Reverse Fly,Shoulders,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Supine+Reverse+Fly+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Shoulder Pain,Cable Upright Row,Dumbbell W-Press,https://wger.de/media/exercise-images/122/Incline-cable-flyes-1.png
Cable Thibaudeau Kayak Row,Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Thibaudeau+Kayak+Row+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Cable Twisting Pull,Kettlebell Two Arm Row,
Cable Triceps Pushdown (V-Bar),Upper Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Triceps+Pushdown+%28V-Bar%29+Upper+Arms+variation+411-1+exercise+tutorial+proper+form,Advanced,Compound,general_logic,,Cable Triceps Pushdown (V-Bar) (With Arm Blaster),Dumbbell Standing Bent Over One Arm Triceps Extension,https://wger.de/media/exercise-images/1185/c5ca283d-8958-4fd8-9d59-a3f52a3ac66b.jpg
Cable Triceps Pushdown (V-Bar) (With Arm Blaster),Upper Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Triceps+Pushdown+%28V-Bar%29+%28With+Arm+Blaster%29+Upper+Arms+variation+412-1+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Cable Two Arm Curl On Incline Bench,Dumbbell Standing Alternating Tricep Kickback,https://wger.de/media/exercise-images/1185/c5ca283d-8958-4fd8-9d59-a3f52a3ac66b.jpg
Cable Tuck Reverse Crunch,Waist,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Tuck+Reverse+Crunch+exercise+tutorial+proper+form,Beginner,Compound,crunch_logic,Back Pain,Cable Twist,Oblique Crunch V. 2,
Cable Twist,Waist,Cable,,Intermediate,Compound,general_logic,Back Pain,Cable Twist (Up-Down),Negative Crunch,https://wger.de/media/exercise-images/1079/bdacc8ed-8fb0-4684-a28d-0348ec098bdf.jpg
Cable Twist (Up-Down),Waist,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Twist+%28Up-Down%29+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Captains Chair Straight Leg Raise,Lying Leg-Hip Raise,
Cable Twisting Pull,Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Twisting+Pull+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Back Pain,Cable Underhand Pulldown,Kettlebell Sumo High Pull,
Cable Two Arm Curl On Incline Bench,Upper Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Two+Arm+Curl+On+Incline+Bench+exercise+tutorial+proper+form,Intermediate,Compound,curl_logic,,Cable Two Arm Tricep Kickback,Dumbbell Standing Alternate Hammer Curl And Press,
Cable Two Arm Tricep Kickback,Upper Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Two+Arm+Tricep+Kickback+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Close-Grip Push-Up,Dumbbell Seated Triceps Extension,
Cable Underhand Pulldown,Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Underhand+Pulldown+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Cable Upper Row,Kettlebell One Arm Row,
Cable Upper Chest Crossovers,Chest,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Upper+Chest+Crossovers+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Chest And Front Of Shoulder Stretch,Machine Inner Chest Press,https://wger.de/media/exercise-images/71/Cable-crossover-2.png
Cable Upper Row,Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Upper+Row+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Cable Wide Grip Rear Pulldown Behind Neck,Kettlebell Alternating Row,
Cable Upright Row,Shoulders,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Upright+Row+Shoulders+variation+422-1+exercise+tutorial+proper+form,Intermediate,Compound,row_logic,Shoulder Pain,Dumbbell Alternate Side Press,Dumbbell Upright Shoulder External Rotation,https://wger.de/media/exercise-images/1229/1e6f611c-ed53-48f1-8fdd-3b92ae3579c3.webp
Cable Wide Grip Rear Pulldown Behind Neck,Back,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Wide+Grip+Rear+Pulldown+Behind+Neck+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Back Pain,Cambered Bar Lying Row,Kettlebell Alternating Renegade Row,
Cable Wrist Curl,Lower Arms,Cable,https://www.youtube.com/embed?listType=search&list=Cable+Wrist+Curl+Lower+Arms+variation+424-1+exercise+tutorial+proper+form,Advanced,Compound,curl_logic,,Dumbbell Finger Curls,Dumbbell Seated One Arm Rotate,https://wger.de/media/exercise-images/51/f1730f56-7aca-4566-8338-3e42b1bee6e1.webp
Calf Push Stretch With Hands Against Wall,Lower Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Calf+Push+Stretch+With+Hands+Against+Wall+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Calf Stretch With Hands Against Wall,Single Leg Calf Raise (On A Dumbbell),
Calf Stretch With Hands Against Wall,Lower Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Calf+Stretch+With+Hands+Against+Wall+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Calf Stretch With Rope,Seated Calf Stretch (Male),
Calf Stretch With Rope,Lower Legs,Rope,https://www.youtube.com/embed?listType=search&list=Calf+Stretch+With+Rope+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Circles Knee Stretch,Posterior Tibialis Stretch,
Cambered Bar Lying Row,Back,Barbell,https://www.youtube.com/embed?listType=search&list=Cambered+Bar+Lying+Row+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Chin-Up,Inverted Row With Straps,
Captains Chair Straight Leg Raise,Waist,Body Weight,https://www.youtube.com/embed?listType=search&list=Captains+Chair+Straight+Leg+Raise+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Cocoons,Lying Leg Raise Flat Bench,
Chair Leg Extended Stretch,Upper Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Chair+Leg+Extended+Stretch+exercise+tutorial+proper+form,Beginner,Compound,general_logic,Knee Pain,Curtsey Squat,Monster Walk,
Chest And Front Of Shoulder Stretch,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Chest+And+Front+Of+Shoulder+Stretch+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,,Chest Dip,Lever Standing Chest Press,
Chest Dip,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Chest+Dip+exercise+tutorial+proper+form,Intermediate,Compound,dip_logic,,Chest Dip (On Dip-Pull-Up Cage),Lever Seated Fly,
Chest Dip (On Dip-Pull-Up Cage),Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Chest+Dip+exercise+tutorial+proper+form,Beginner,Compound,dip_logic,,Chest Dip On Straight Bar,Lever Incline Chest Press V. 2,
Chest Dip On Straight Bar,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Chest+Dip+On+Straight+Bar+exercise+tutorial+proper+form,Beginner,Compound,dip_logic,,Chest Stretch With Exercise Ball,Lever Incline Chest Press,
Chest Stretch With Exercise Ball,Chest,Stability Ball,https://www.youtube.com/embed?listType=search&list=Chest+Stretch+With+Exercise+Ball+exercise+tutorial+proper+form,Beginner,Compound,general_logic,,Chest Tap Push-Up (Male),Lever Decline Chest Press,
Chest Tap Push-Up (Male),Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Chest+Tap+Push-Up+%28Male%29+Chest+variation+436-1+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,,Clap Push Up,Lever Chest Press,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Chin-Up,Back,Body Weight,,Intermediate,Compound,general_logic,Back Pain,Chin-Ups (Narrow Parallel Grip),Inverted Row V. 2,https://wger.de/media/exercise-images/181/Chin-ups-2.png
Chin-Ups (Narrow Parallel Grip),Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Chin-Ups+%28Narrow+Parallel+Grip%29+Back+variation+438-1+exercise+tutorial+proper+form,Beginner,Compound,row_logic,Back Pain,Close Grip Chin-Up,Inverted Row On Bench,https://wger.de/media/exercise-images/181/Chin-ups-2.png
Circles Knee Stretch,Lower Legs,Body Weight,https://www.youtube.com/embed?listType=search&list=Circles+Knee+Stretch+exercise+tutorial+proper+form,Intermediate,Compound,general_logic,Knee Pain,Donkey Calf Raise,Peroneals Stretch,https://wger.de/media/exercise-images/1874/66fca8a5-41e8-42d1-8776-5e46a4902650.png
Clap Push Up,Chest,Body Weight,,Intermediate,Compound,pushup_logic,,Clock Push-Up,Lever Chest Press,https://wger.de/media/exercise-images/1554/49207a62-8799-4b47-8c0b-7bde02926f3d.png
Clock Push-Up,Chest,Body Weight,https://www.youtube.com/embed?listType=search&list=Clock+Push-Up+Chest+variation+441-1+exercise+tutorial+proper+form,Intermediate,Compound,pushup_logic,,Decline Push-Up,Korean Dips,https://wger.de/media/exercise-images/1551/a6a9e561-3965-45c6-9f2b-ee671e1a3a45.png
Close Grip Chin-Up,Back,Body Weight,https://www.youtube.com/embed?listType=search&list=Close+Grip+Chin-Up+exercise+tutorial+proper+form,Advanced,Compound,general_logic,Back Pain,Dumbbell Bent Over Row,Inverted Row Bent Knees,https://wger.de/media/exercise-images/1086/b2ee8d9b-0480-4992-8494-c223b37c2696.jpg
