Name,Target_Muscle,Equipment,Video_URL,Difficulty,Type,Check_Type,Avoid_If,Progression_Next,Alternative_Swap,Wger_Image_URL
Chin-Up,Back,Body Weight,https://v2.exercisedb.io/image/fbHw04h207EEwp,Intermediate,Compound,general_logic,Back Pain,Chin-Ups (Narrow Parallel Grip),Inverted Row V. 2,
Chin-Ups (Narrow Parallel Grip),Back,Body Weight,https://v2.exercisedb.io/image/sQAGp2nZq-llUZ,Beginner,Compound,row_logic,Back Pain,Close Grip Chin-Up,Inverted Row On Bench,
Circles Knee Stretch,Lower Legs,Body Weight,https://v2.exercisedb.io/image/CV8VnOkZNyWh7r,Intermediate,Compound,general_logic,Knee Pain,Donkey Calf Raise,Peroneals Stretch,
Clap Push Up,Chest,Body Weight,https://v2.exercisedb.io/image/cvcgaPBenyxcGr,Intermediate,Compound,pushup_logic,,Clock Push-Up,Lever Chest Press,
Clock Push-Up,Chest,Body Weight,https://v2.exercisedb.io/image/8I8jL22RdYAiXE,Intermediate,Compound,pushup_logic,,Decline Push-Up,Korean Dips,
Close Grip Chin-Up,Back,Body Weight,https://v2.exercisedb.io/image/WQgpZtmrH9dUDP,Advanced,Compound,general_logic,Back Pain,Dumbbell Bent Over Row,Inverted Row Bent Knees,
Close-Grip Push-Up,Upper Arms,Body Weight,https://v2.exercisedb.io/image/py6ZgMVTzo2nuu,Beginner,Compound,pushup_logic,,Close-Grip Push-Up (On Knees),Dumbbell Seated Reverse Grip One Arm Overhead Tricep Extension,
Close-Grip Push-Up (On Knees),Upper Arms,Body Weight,https://v2.exercisedb.io/image/SfiO4lZvOWpTkN,Intermediate,Compound,pushup_logic,,Diamond Push-Up,Dumbbell Seated Revers Grip Concentration Curl,
Cocoons,Waist,Body Weight,https://v2.exercisedb.io/image/JB5hivOnqD6tXc,Intermediate,Compound,general_logic,Back Pain,Crab Twist Toe Touch,Lying Elbow To Knee,
Crab Twist Toe Touch,Waist,Body Weight,https://v2.exercisedb.io/image/UOqG3FJGI1x4vE,Beginner,Compound,general_logic,Back Pain,Cross Body Crunch,Lunge With Twist,
Cross Body Crunch,Waist,Body Weight,https://v2.exercisedb.io/image/ymO9XsWLyNMoo8,Advanced,Compound,crunch_logic,Back Pain,Crunch (Hands Overhead),Lever Seated Leg Raise Crunch,
Crunch (Hands Overhead),Waist,Body Weight,https://v2.exercisedb.io/image/a5rshnjm96lRYn,Advanced,Compound,crunch_logic,Back Pain,Crunch (On Stability Ball),Lever Seated Crunch V. 2,
Crunch (On Stability Ball),Waist,Stability Ball,https://v2.exercisedb.io/image/LY28mAakHoXlKW,Advanced,Compound,crunch_logic,Back Pain,"Crunch (On Stability Ball, Arms Straight)",Lever Seated Crunch (Chest Pad),
"Crunch (On Stability Ball, Arms Straight)",Waist,Stability Ball,https://v2.exercisedb.io/image/ZujqgfhuaXJzk4,Beginner,Compound,crunch_logic,Back Pain,Crunch Floor,Lever Seated Crunch,
Crunch Floor,Waist,Body Weight,https://v2.exercisedb.io/image/XW5RPBM9a4Rw8L,Beginner,Compound,crunch_logic,Back Pain,Curl-Up,Lever Kneeling Twist,
Curl-Up,Waist,Body Weight,https://v2.exercisedb.io/image/As1gRVvzUEItyx,Beginner,Compound,curl_logic,Back Pain,Dead Bug,Leg Pull In Flat Bench,
Curtsey Squat,Upper Legs,Body Weight,https://v2.exercisedb.io/image/xzJx50tq92pSQe,Intermediate,Compound,squat_logic,Knee Pain,Dumbbell Bench Squat,March Sit (Wall),
Cycle Cross Trainer,Cardio,Leverage Machine,https://v2.exercisedb.io/image/eqnA9tzuKcNB5k,Intermediate,Compound,general_logic,,Dumbbell Burpee,Walk Elliptical Cross Trainer,
Dead Bug,Waist,Body Weight,https://v2.exercisedb.io/image/comLQZWHj8EssZ,Intermediate,Compound,general_logic,Back Pain,Decline Crunch,Lean Planche,
Decline Crunch,Waist,Body Weight,https://v2.exercisedb.io/image/rgQoUfinWEJP7h,Intermediate,Compound,crunch_logic,Back Pain,Decline Sit-Up,Landmine 180,
Decline Push-Up,Chest,Body Weight,https://v2.exercisedb.io/image/j78gc2IL0yyz6M,Advanced,Compound,pushup_logic,,Deep Push Up,Kneeling Push-Up (Male),
Decline Sit-Up,Waist,Body Weight,https://v2.exercisedb.io/image/3b2BO3ZGUeFfxR,Advanced,Compound,general_logic,Back Pain,Dumbbell Side Bend,L-Sit On Floor,
Deep Push Up,Chest,Dumbbell,https://v2.exercisedb.io/image/PiU8CWwRaHZaK6,Intermediate,Compound,pushup_logic,,Drop Push Up,Kettlebell Plyo Push-Up,
Diamond Push-Up,Upper Arms,Body Weight,https://v2.exercisedb.io/image/AOSTCBxYaWvT7e,Beginner,Compound,pushup_logic,,Dumbbell Alternate Biceps Curl,Dumbbell Seated Preacher Curl,
Donkey Calf Raise,Lower Legs,Body Weight,https://v2.exercisedb.io/image/HFehgkir2Mgdls,Beginner,Compound,general_logic,Knee Pain,Dumbbell Seated Calf Raise,One Leg Floor Calf Raise,
Drop Push Up,Chest,Body Weight,https://v2.exercisedb.io/image/cjdp4nY3uVyZKb,Advanced,Compound,pushup_logic,,Dumbbell Around Pullover,Kettlebell One Arm Floor Press,
Dumbbell Alternate Biceps Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/RleXe0fg7FEdLb,Advanced,Compound,curl_logic,,Dumbbell Alternate Biceps Curl (With Arm Blaster),Dumbbell Seated One Arm Kickback,
Dumbbell Alternate Biceps Curl (With Arm Blaster),Upper Arms,Dumbbell,https://v2.exercisedb.io/image/g8p4FC9y9XWqTF,Beginner,Compound,curl_logic,,Dumbbell Alternate Hammer Preacher Curl,Dumbbell Seated One Arm Bicep Curl On Exercise Ball With Leg Raised,
Dumbbell Alternate Hammer Preacher Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/L13klQWLah4qoM,Advanced,Compound,curl_logic,,Dumbbell Alternate Preacher Curl,Dumbbell Seated Neutral Wrist Curl,
Dumbbell Alternate Preacher Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/uL5sEYXcBMbACA,Intermediate,Compound,curl_logic,,Dumbbell Alternate Seated Hammer Curl,Dumbbell Seated Kickback,
Dumbbell Alternate Seated Hammer Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/9oEjvLUQlcRKdq,Intermediate,Compound,curl_logic,,Dumbbell Alternating Bicep Curl With Leg Raised On Exercise Ball,Dumbbell Seated Inner Biceps Curl,
Dumbbell Alternate Side Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/kl5D9dwbo7VDOE,Intermediate,Compound,press_logic,Shoulder Pain,Dumbbell Arnold Press,Dumbbell Upright Row (Back Pov),
Dumbbell Alternating Bicep Curl With Leg Raised On Exercise Ball,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/hBudDHywKU7bS7,Beginner,Compound,curl_logic,,Dumbbell Alternating Seated Bicep Curl On Exercise Ball,Dumbbell Seated Hammer Curl,
Dumbbell Alternating Seated Bicep Curl On Exercise Ball,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/3ukoyJ0JlS4H0y,Intermediate,Compound,curl_logic,,Dumbbell Bicep Curl Lunge With Bowling Motion,Dumbbell Seated Curl,
Dumbbell Arnold Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/p48M3SWw0YAQ9P,Intermediate,Compound,press_logic,Shoulder Pain,Dumbbell Arnold Press V. 2,Dumbbell Upright Row,
Dumbbell Arnold Press V. 2,Shoulders,Dumbbell,https://v2.exercisedb.io/image/8u8iJQPRHxZC2R,Beginner,Compound,press_logic,Shoulder Pain,Dumbbell Bench Seated Press,Dumbbell Standing Palms In Press,
Dumbbell Around Pullover,Chest,Dumbbell,https://v2.exercisedb.io/image/TgaQe2jiuMJSAJ,Beginner,Compound,general_logic,,Dumbbell Bench Press,Kettlebell Extended Range One Arm Press On Floor,
Dumbbell Bench Press,Chest,Dumbbell,https://v2.exercisedb.io/image/5k4qPQmWjxB2-J,Intermediate,Compound,press_logic,,Dumbbell Decline Bench Press,Kettlebell Alternating Press On Floor,
Dumbbell Bench Seated Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/DyOgIqTK9ZLpST,Beginner,Compound,press_logic,Shoulder Pain,Dumbbell Cuban Press,Dumbbell Standing Overhead Press,
Dumbbell Bench Squat,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/u0UA4tgPXPlv-p,Advanced,Compound,squat_logic,Knee Pain,Dumbbell Clean,Lying (Side) Quads Stretch,
Dumbbell Bent Over Row,Back,Dumbbell,https://v2.exercisedb.io/image/tXvFzZkoozI9A3,Beginner,Compound,row_logic,Back Pain,Dumbbell Decline Shrug,Inverted Row,
Dumbbell Bicep Curl Lunge With Bowling Motion,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/I258bpfoeJ-b6c,Beginner,Compound,curl_logic,,Dumbbell Bicep Curl On Exercise Ball With Leg Raised,Dumbbell Seated Biceps Curl To Shoulder Press,
Dumbbell Bicep Curl On Exercise Ball With Leg Raised,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/MXnf1hQqaRkm3a,Intermediate,Compound,curl_logic,,Dumbbell Bicep Curl With Stork Stance,Dumbbell Seated Biceps Curl (On Stability Ball),
Dumbbell Bicep Curl With Stork Stance,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/hjAMQI70o1I5Mi,Beginner,Compound,curl_logic,,Dumbbell Biceps Curl,Dumbbell Seated Bicep Curl,
Dumbbell Biceps Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/DpIp9P86GHaMcf,Intermediate,Compound,curl_logic,,Dumbbell Biceps Curl (With Arm Blaster),Dumbbell Seated Bent Over Triceps Extension,
Dumbbell Biceps Curl (With Arm Blaster),Upper Arms,Dumbbell,https://v2.exercisedb.io/image/w6eBnoNyOij2Mn,Beginner,Compound,curl_logic,,Dumbbell Biceps Curl Reverse,Dumbbell Seated Bent Over Alternate Kickback,
Dumbbell Biceps Curl Reverse,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/6rk02IDr7QwCih,Intermediate,Compound,curl_logic,,Dumbbell Biceps Curl Squat,Dumbbell Seated Bench Extension,
Dumbbell Biceps Curl Squat,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/bBUTkgq0Wc5X8e,Advanced,Compound,squat_logic,,Dumbbell Biceps Curl V Sit On Bosu Ball,Dumbbell Seated Alternate Hammer Curl On Exercise Ball,
Dumbbell Biceps Curl V Sit On Bosu Ball,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/PiyXJhwEZrwu7a,Intermediate,Compound,curl_logic,,Dumbbell Close Grip Press,Dumbbell Reverse Spider Curl,
Dumbbell Burpee,Cardio,Dumbbell,https://v2.exercisedb.io/image/eD88JbJ4CSJZIE,Beginner,Compound,general_logic,,Half Knee Bends (Male),Swing 360,
Dumbbell Clean,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/YEdOO-0-aML4dd,Advanced,Compound,general_logic,Knee Pain,Dumbbell Contralateral Forward Lunge,Lunge With Jump,
Dumbbell Close Grip Press,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/xirMpFWVA4G3q8,Beginner,Compound,press_logic,,Dumbbell Close-Grip Press,Dumbbell Reverse Preacher Curl,
Dumbbell Close-Grip Press,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/QP8KsnuK3qnx5y,Intermediate,Compound,press_logic,,Dumbbell Concentration Curl,Dumbbell Revers Grip Biceps Curl,
Dumbbell Concentration Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/FILtadmPVSjFuH,Advanced,Compound,curl_logic,,Dumbbell Cross Body Hammer Curl,Dumbbell Prone Incline Hammer Curl,
Dumbbell Contralateral Forward Lunge,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/OfG0efq7TmUtZb,Intermediate,Compound,lunge_logic,Knee Pain,Dumbbell Deadlift,Low Glute Bridge On Floor,
Dumbbell Cross Body Hammer Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/-V2zBY3QDQe4gz,Advanced,Compound,curl_logic,,Dumbbell Cross Body Hammer Curl V. 2,Dumbbell Prone Incline Curl,
Dumbbell Cross Body Hammer Curl V. 2,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/dQh2e-KM5VlWEA,Beginner,Compound,curl_logic,,Dumbbell Decline One Arm Hammer Press,Dumbbell Pronate-Grip Triceps Extension,
Dumbbell Cuban Press,Shoulders,Dumbbell,https://v2.exercisedb.io/image/XB8W9QJcl-N0iy,Beginner,Compound,press_logic,Shoulder Pain,Dumbbell Cuban Press V. 2,Dumbbell Standing One Arm Palm In Press,
Dumbbell Cuban Press V. 2,Shoulders,Dumbbell,https://v2.exercisedb.io/image/fR388gXyBiy1Pk,Beginner,Compound,press_logic,Shoulder Pain,Dumbbell Front Raise,Dumbbell Standing Front Raise Above Head,
Dumbbell Deadlift,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/a3R48Ev3lfocuy,Intermediate,Compound,general_logic,Knee Pain,Dumbbell Goblet Squat,Lever Seated Leg Curl,
Dumbbell Decline Bench Press,Chest,Dumbbell,https://v2.exercisedb.io/image/3jx41U7AL5Vv-n,Intermediate,Compound,press_logic,,Dumbbell Decline Fly,Isometric Wipers,
Dumbbell Decline Fly,Chest,Dumbbell,https://v2.exercisedb.io/image/C3LTAN53bgDurC,Beginner,Compound,general_logic,,Dumbbell Decline Hammer Press,Isometric Chest Squeeze,
Dumbbell Decline Hammer Press,Chest,Dumbbell,https://v2.exercisedb.io/image/q7VIVRSelMT1mo,Beginner,Compound,press_logic,,Dumbbell Decline One Arm Fly,Incline Scapula Push Up,
Dumbbell Decline One Arm Fly,Chest,Dumbbell,https://v2.exercisedb.io/image/gVwtjLmm9PKyea,Intermediate,Compound,general_logic,,Dumbbell Decline Twist Fly,Incline Reverse Grip Push-Up,
Dumbbell Decline One Arm Hammer Press,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/RVRyWsNXOlHQq4,Advanced,Compound,press_logic,,Dumbbell Decline Triceps Extension,Dumbbell Preacher Curl Over Exercise Ball,
Dumbbell Decline Shrug,Back,Dumbbell,https://v2.exercisedb.io/image/TpVLmWhXlNaYln,Beginner,Compound,general_logic,Back Pain,Dumbbell Decline Shrug V. 2,Hyperextension (On Bench),
Dumbbell Decline Shrug V. 2,Back,Dumbbell,https://v2.exercisedb.io/image/AVyvKIF5ahtANv,Beginner,Compound,general_logic,Back Pain,Dumbbell Incline Row,Hyperextension,
Dumbbell Decline Triceps Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/8FKaKoUAPBDCwd,Advanced,Compound,general_logic,,Dumbbell Forward Lunge Triceps Extension,Dumbbell Preacher Curl,
Dumbbell Decline Twist Fly,Chest,Dumbbell,https://v2.exercisedb.io/image/h-qfi9GVn8po7m,Beginner,Compound,general_logic,,Dumbbell Fly,Incline Push-Up (On Box),
Dumbbell Finger Curls,Lower Arms,Dumbbell,https://v2.exercisedb.io/image/KPaTjCq3KDMTOR,Intermediate,Compound,curl_logic,,Dumbbell Lying Pronation,Dumbbell Reverse Wrist Curl,
Dumbbell Fly,Chest,Dumbbell,https://v2.exercisedb.io/image/tzNtfheVacJMcp,Advanced,Compound,general_logic,,Dumbbell Fly On Exercise Ball,Incline Push-Up,
Dumbbell Fly On Exercise Ball,Chest,Dumbbell,https://v2.exercisedb.io/image/ZWEN2cUnF0kL9Y,Intermediate,Compound,general_logic,,Dumbbell Incline Alternate Press,Incline Push Up Depth Jump,
Dumbbell Forward Lunge Triceps Extension,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/sGcIjCogtcI22b,Advanced,Compound,lunge_logic,,Dumbbell Hammer Curl,Dumbbell Peacher Hammer Curl,
Dumbbell Front Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/oWS95PaaOLrh8z,Intermediate,Compound,general_logic,Shoulder Pain,Dumbbell Front Raise V. 2,Dumbbell Standing Around World,
Dumbbell Front Raise V. 2,Shoulders,Dumbbell,https://v2.exercisedb.io/image/D4Oe4ZCoN5Nl4M,Advanced,Compound,general_logic,Shoulder Pain,Dumbbell Full Can Lateral Raise,Dumbbell Standing Alternate Raise,
Dumbbell Full Can Lateral Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/2hLePrhvuLnM54,Beginner,Compound,general_logic,Shoulder Pain,Dumbbell Incline One Arm Lateral Raise,Dumbbell Standing Alternate Overhead Press,
Dumbbell Goblet Squat,Upper Legs,Dumbbell,https://v2.exercisedb.io/image/l6CHwBwjHiYV3t,Intermediate,Compound,squat_logic,Knee Pain,Dumbbell Lunge,Lever Seated Hip Adduction,
Dumbbell Hammer Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/mCS58w6TL6TAqn,Advanced,Compound,curl_logic,,Dumbbell Hammer Curl On Exercise Ball,Dumbbell Palms In Incline Bench Press,
Dumbbell Hammer Curl On Exercise Ball,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/O6cEYEdPRx4POZ,Intermediate,Compound,curl_logic,,Dumbbell Hammer Curl V. 2,Dumbbell Over Bench One Arm Neutral Wrist Curl,
Dumbbell Hammer Curl V. 2,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/papfQXYrgWhLv2,Beginner,Compound,curl_logic,,Dumbbell Hammer Curls (With Arm Blaster),Dumbbell Over Bench Neutral Wrist Curl,
Dumbbell Hammer Curls (With Arm Blaster),Upper Arms,Dumbbell,https://v2.exercisedb.io/image/xUd30jKOOxRjWt,Intermediate,Compound,curl_logic,,Dumbbell High Curl,Dumbbell One Arm Zottman Preacher Curl,
Dumbbell High Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/Z5QzGrOZLSceB9,Intermediate,Compound,curl_logic,,Dumbbell Incline Biceps Curl,Dumbbell One Arm Triceps Extension (On Bench),
Dumbbell Incline Alternate Press,Chest,Dumbbell,https://v2.exercisedb.io/image/k8iHEZPf5E6c8I,Intermediate,Compound,press_logic,,Dumbbell Incline Bench Press,Hyght Dumbbell Fly,
Dumbbell Incline Bench Press,Chest,Dumbbell,https://v2.exercisedb.io/image/ozQjGg2vcqhqUP,Advanced,Compound,press_logic,,Dumbbell Incline Breeding,Hands Bike,
Dumbbell Incline Biceps Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/XkAdI8Axa2MDwe,Intermediate,Compound,curl_logic,,Dumbbell Incline Curl,Dumbbell One Arm Standing Hammer Curl,
Dumbbell Incline Breeding,Chest,Dumbbell,https://v2.exercisedb.io/image/1dX407wXUEnG-9,Intermediate,Compound,general_logic,,Dumbbell Incline Fly,Full Planche Push-Up,
Dumbbell Incline Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/UbJHlTT1Ws3oLy,Beginner,Compound,curl_logic,,Dumbbell Incline Curl V. 2,Dumbbell One Arm Standing Curl,
Dumbbell Incline Curl V. 2,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/QmCyAzzG44SqKH,Beginner,Compound,curl_logic,,Dumbbell Incline Hammer Curl,Dumbbell One Arm Seated Hammer Curl,
Dumbbell Incline Fly,Chest,Dumbbell,https://v2.exercisedb.io/image/hg6G49oe5gHAIp,Advanced,Compound,general_logic,,Dumbbell Incline Fly On Exercise Ball,Floor Fly (With Barbell),
Dumbbell Incline Fly On Exercise Ball,Chest,Dumbbell,https://v2.exercisedb.io/image/L6Au31XDL53g4R,Beginner,Compound,general_logic,,Dumbbell Incline Hammer Press,Exercise Ball Pike Push Up,
Dumbbell Incline Hammer Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/Tt63yVVnjjZLwW,Beginner,Compound,curl_logic,,Dumbbell Incline Hammer Press On Exercise Ball,Dumbbell One Arm Seated Bicep Curl On Exercise Ball,
Dumbbell Incline Hammer Press,Chest,Dumbbell,https://v2.exercisedb.io/image/pji-idL8Y3IJ3c,Beginner,Compound,press_logic,,Dumbbell Incline One Arm Fly,Dynamic Chest Stretch (Male),
Dumbbell Incline Hammer Press On Exercise Ball,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/rhmyulPUqeMWhc,Intermediate,Compound,press_logic,,Dumbbell Incline Inner Biceps Curl,Dumbbell One Arm Reverse Spider Curl,
Dumbbell Incline Inner Biceps Curl,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/UyskiKQKwWC4rb,Intermediate,Compound,curl_logic,,Dumbbell Incline One Arm Hammer Press,Dumbbell One Arm Reverse Preacher Curl,
Dumbbell Incline One Arm Fly,Chest,Dumbbell,https://v2.exercisedb.io/image/Akq7orSrlflyiB,Beginner,Compound,general_logic,,Dumbbell Incline One Arm Fly On Exercise Ball,Dumbbell Straight Arm Pullover,
Dumbbell Incline One Arm Fly On Exercise Ball,Chest,Dumbbell,https://v2.exercisedb.io/image/UzhGnhtvlIpRY2,Beginner,Compound,general_logic,,Dumbbell Incline One Arm Press,Dumbbell Reverse Bench Press,
Dumbbell Incline One Arm Hammer Press,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/wkVkDTrIFA2x2t,Beginner,Compound,press_logic,,Dumbbell Incline One Arm Hammer Press On Exercise Ball,Dumbbell One Arm Prone Hammer Curl,
Dumbbell Incline One Arm Hammer Press On Exercise Ball,Upper Arms,Dumbbell,https://v2.exercisedb.io/image/w5hcvoQUn1rFMF,Beginner,Compound,press_logic,,Dumbbell Incline Triceps Extension,Dumbbell One Arm Prone Curl,
Dumbbell Incline One Arm Lateral Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/G8859aNNsfaqwK,Beginner,Compound,general_logic,Shoulder Pain,Dumbbell Incline Raise,Dumbbell Single Arm Overhead Carry,
Dumbbell Incline One Arm Press,Chest,Dumbbell,https://v2.exercisedb.io/image/0J2mC90CxR3xxf,Beginner,Compound,press_logic,,Dumbbell Incline One Arm Press On Exercise Ball,Dumbbell Pullover On Exercise Ball,
Dumbbell Incline One Arm Press On Exercise Ball,Chest,Dumbbell,https://v2.exercisedb.io/image/dBZ6Ewy5U1rB7m,Beginner,Compound,press_logic,,Dumbbell Incline Palm-In Press,Dumbbell Pullover Hip Extension On Exercise Ball,
Dumbbell Incline Palm-In Press,Chest,Dumbbell,https://v2.exercisedb.io/image/7MtF6F3Cc0RLP3,Advanced,Compound,press_logic,,Dumbbell Incline Press On Exercise Ball,Dumbbell Pullover,
Dumbbell Incline Press On Exercise Ball,Chest,Dumbbell,https://v2.exercisedb.io/image/sFfwRV8ejrOZDV,Beginner,Compound,press_logic,,Dumbbell Incline Shoulder Raise,Dumbbell Press On Exercise Ball,
Dumbbell Incline Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/M3U1XCWaCEfYsN,Advanced,Compound,general_logic,Shoulder Pain,Dumbbell Incline Rear Lateral Raise,Dumbbell Side Lying One Hand Raise,
Dumbbell Incline Rear Lateral Raise,Shoulders,Dumbbell,https://v2.exercisedb.io/image/gfNBIgCDz-c80q,Advanced,Compound,general_logic,Shoulder Pain,Dumbbell Incline T-Raise,Dumbbell Seated Shoulder Press (Parallel Grip),
Dumbbell Incline Row,Back,Dumbbell,https://v2.exercisedb.io/image/nORYBBQldfgn3B,Intermediate,Compound,row_logic,Back Pain,Dumbbell Incline Shrug,Gironda Sternum Chin,
Dumbbell Incline Shoulder Raise,Chest,Dumbbell,https://v2.exercisedb.io/image/9Nh1tuUFl1ba7u,Intermediate,Compound,general_logic,,Dumbbell Incline Twisted Flyes,Dumbbell One Leg Fly On Exercise Ball,
